,Comment,Emotion
4377,pray love people feel bitter towards would find good,anger
4378,feel pretty glamorous,joy
4379,ask feel smug,joy
4380,ever work feel privileged work amazing team,joy
4381,feel beyond piss disappointed frustrated,anger
4382,feel leave alone,sadness
4383,shoot bitch since morning feelin little gun horny,love
4384,feel lonely remember mom say,sadness
4385,not cry start feel neurotic sister amazingly chill morning bring ativan,fear
4386,make feel joyful focus positive,joy
4387,feel little needy,sadness
4388,feel author passionate poem write poem write feeling history,joy
4389,instead feel restless,fear
4390,also feel proud,joy
4391,suppose wonderful mean learn much quickly also make feel like idiot much way parent could not figure leave outgoing message answering machine,joy
4392,ask feel slightly wimpy,fear
4393,confess feeling still could not bring scared lose,fear
4394,know lot dumpee feel slighted jealous unable move depressed angry whole bunch negative emotion stem whole rejection sometimes replacement involve break process,anger
4395,feel lonely unbearably crushingly lonely one href http creativeliar,sadness
4396,feel put brave face fuck let get real,joy
4397,think watch general conference feel bit jealous,anger
4398,know feel time wake brave change perspective,joy
4399,shall stay feel neglectful thing art relate,sadness
4400,also find time feel victimize loss not feel near,sadness
4401,feel like everything make mistake punish,sadness
4402,mean already course feel glamourous naked,joy
4403,feel decently intelligent,joy
4404,not want pretend someone not feel comfortable,joy
4405,cherish enjoy many friend college first real friend make feel like accept,love
4406,want positive morning need convince subconscious believe feel terrific,joy
4407,feel helpless time wherein practically option sit watch drama,fear
4408,kind struggle though not feel like super powerful,joy
4409,wake morning feeling like unfortunate drain cover href http www,sadness
4410,not take much action life rather leave status quo probably good idea feel thing exist delicate balance afraid lunge want whole thing crumble bad,love
4411,finally realize need feel useful blogging allow,joy
4412,go walk mother evening feel frantic anxious energy lose daughter not know win back,fear
4413,feel awful nonexistence god,sadness
4414,sneakily listen x mas music since beginning october feel little socially acceptable prance around eartha kitt version santa baby blare ipod,joy
4415,miss like crazy every time think feel sense melancholy fervent yearning see side know,sadness
4416,feel little overwhelmed,fear
4417,feel like sweet couple,love
4418,yell kid drop hat reason possess energy anything feel irritable sad everything,anger
4419,feel like kinda listless,sadness
4420,finish check bruce already leave yiling leave feel chance properly thank considerate make sure get settle,joy
4421,feel honestly glad kind salvation merciless sun,joy
4422,feel lethargic really look forward anything take joy anything kinda feel like last night,sadness
4423,sleep well night feel half brave yesterday,joy
4424,think anticipation feel yesterday kind miracle not like fake injury something able go hospital see,sadness
4425,also feel people village friendly need alert manila though common sense rule still stay let guard,joy
4426,walk door house feel happy,joy
4427,feel deprived feel like many thing right amp many thing go wrong,sadness
4428,also feel useless unfulfilled,sadness
4429,leave feel happy time rest take care time huge sense guilt build inside respect date unreliable teacher selfish friend,joy
4430,feel much well without help ice,joy
4431,feel reason glad back,joy
4432,admit story interesting portrayal well know biblical story come away feel little disappointed end result especially consider name involve,sadness
4433,feel super press time day cut back amount time meditate skip altogether,joy
4434,reflect back beer drink feel shamed,sadness
4435,feel shitty life anymore,sadness
4436,feel ever listen msm main stream medium deprive,sadness
4437,feel everything control ok,joy
4438,send pretty long feel little embarrassed look back letter give,sadness
4439,feel especially lively,joy
4440,lose touch thing feel passionate get less spontaneous live list urgh,joy
4441,feel distressed supportive campaign senator jackson tell cnn,fear
4442,know not run around dirty sock stick like flag friend see matter angry hurt feel dirty laundry leave,sadness
4443,feel shitty quit job come much hand holding training willing,sadness
4444,manage reach conclusion musing feel somehow resolved,joy
4445,not buy tub feel vile,anger
4446,feel like divorcee together long separation messy,sadness
4447,always tell people brd armor suck since totally feel amazed see crap brd wear,surprise
4448,already feel nostalgic san antonio spur golden state warrior series not even end yet,love
4449,personally feel doom finish dead last nl central without key cog championship team,sadness
4450,think precisely make show feel uncertain world,fear
4451,remember feel bowl surprise reaction tear well,surprise
4452,procrastinator endless potential passion inside yet stuck cage soul unresolved feeling hurt resentment hold inside build even try build back,sadness
4453,feel vaguely dissatisfied reel pro since sign week ago,anger
4454,feel particularly generous,joy
4455,go holiday party evening courtesy another journalism sible call big bro feel little unsure really attend,fear
4456,feel like could dangerous topic anyone feel passionately piano mind think worth discuss go paint piano grow please stop hyperventilate mom,anger
4457,really get inspire write blog feel shitty life guess september birth month pretty great,sadness
4458,feel like selfish keep foodie secret would deny everyone else,anger
4459,feel joyful write blog rather knit,joy
4460,responsible pick man occasion remind people past like mom threaten break pattern conduct different way even feel scared deep know good man,fear
4461,right feel amuse sound hear aircleaner around see bed cat feel connected person michael think weird mom,joy
4462,feel content fulfilled,joy
4463,somehow epiphany tone need validation still work progress feel less need like people not deserve attention,love
4464,feel relieved,joy
4465,hate feel dumb hate people make feel dumb like baby,sadness
4466,know feel sort melancholy,sadness
4467,would feel excited wait mailman come house hand letter,joy
4468,read book call mindful woman every often throughout day stop close eye think anything hear see smell feel kind cool experiment,joy
4469,feel paranoid want feel like back ever,fear
4470,feel like fine sex fully aware happen due action know different type protection prevent pregnancy,joy
4471,want sacred experience feel divine communion god understanding want feel sublime love sacred term,joy
4472,worry feel reject take choose plan insult,sadness
4473,half feel irritated want get amp f lol,anger
4474,feel write blog selfish reason know god use purpose,anger
4475,could feel hate draw tight feeling,anger
4476,still feel craving sweet food,joy
4477,love wispy feeling delicate strand mellow green vibe,love
4478,often feel disillusioned look upon test test character,sadness
4479,feel terrified,fear
4480,honestly much research think many color scheme implement organizational tip small space feel overwhelmed intensity project however masochist incredibly excited,surprise
4481,flip guy feel terrible today flip guy feel terrible href http www,sadness
4482,remember consistently feel dissatisfied progress,anger
4483,hope run thing work like numerous success story accumulate far feel hopeful today,joy
4484,sure great film guess not feel appreciative long day,joy
4485,hurt much tell stop much suppose leak brain feel guilty hurt,sadness
4486,feel joy pass bad phase life discover many people consider important,joy
4487,sit around feel disillusioned school,sadness
4488,ever go feel cute,joy
4489,feel like faithful enough prove pay due faith stagnate,joy
4490,feel vital make day live full potential,joy
4491,dunno feel start blog little shaky not really sure sort audience address anything,fear
4492,feel pissed wanna scream shout wall face right,anger
4493,want every woman feel kind love god sheri share letter king positive,joy
4494,feel self assure feel whole,joy
4495,love green picture feeling may go something little kid friendly,joy
4496,three word describe feeling view impressed,surprise
4497,get really feel like hit lottery scared something like x screw,fear
4498,feel overwhelmed think country suffer,fear
4499,feel wrongly punish misbehavior unavoidable allow argue whether punish severely,sadness
4500,feel smug continue resolution use huge paper stack never cut here late offering use graphic curtain call paper,joy
4501,find hard feel support cast eventually become late night snack vampire,love
4502,feel supportive football team,love
4503,use end yoga practice also beginning ending meditation whenever feel need offer acknowledgment reminder divine origin,joy
4504,feel frantic,fear
4505,tired feel lethargic,sadness
4506,think would agree feel toe finger go numb perhaps one unpleasant feeling ever,sadness
4507,really feel disturbed mayhem heavenly vale twice personally know ground reality,sadness
4508,feel like lame bum bum sense behind sense transient keep other blog,sadness
4509,bag still feel strong,joy
4510,still go sometimes come home cry feel people look know worthless,sadness
4511,can not shake hide feel beneath fab jacket vibe style not mesh well clothe wear,joy
4512,know even though hard sometimes feel inadequate drain like can not go need break even week two,sadness
4513,keep cry feel cranky,anger
4514,celebrate great fan fare happen january th october nd disregard course rare sense gandhigiri euphoria generate unexpected source munnabhai come across inescapable phrase feel much abuse hindu fanatic,sadness
4515,guess exactly feel like longing go adventure time feel like want settle,love
4516,around feel fearless excited,joy
4517,feel like printing class quiltcon particularly one lizzy bring back something feel passionate year ago push aside think need pursue practical life,love
4518,feel like fearful first throw leg top tube surgery,fear
4519,always access feeling stress usually time need silence,sadness
4520,hear lot folk share frustration feel inadequate see many picture perfection project home blog pinterest etc,sadness
4521,want feel playful open vulnerable great time,joy
4522,feel quite pleased something never do,joy
4523,can tomato feel nostalgic,love
4524,feel embarrassed want other take pity much pride,sadness
4525,feel like person ecstatic right,joy
4526,feel longing obsession,love
4527,feel threaten anyone get feeling want kill someone,fear
4528,think whenever move new place find way feel accept,joy
4529,feel like doom forever girl everyone sleep one love,sadness
4530,feel terrific,joy
4531,feel super bad,joy
4532,feel little bit vital,joy
4533,picture feel shy class sign,fear
4534,never want feel pain struggle suffer,sadness
4535,help feel inspire uplift martinez association occupy wall street,joy
4536,sure anyone else like especially feel low not particularly want wear vintage clothing,sadness
4537,trust plan stay true listen prompting heart feel assure everything okay work plan,joy
4538,feel excited family future,joy
4539,feel reluctant player even find library sage identify stuff,fear
4540,lose power feel lethargic headachie tired mentally blah get picture,sadness
4541,guess taboo feeling naughty bad dirty,love
4542,feel slightly embarrassed keep tell try make believe life actually enjoy let hard hard time,sadness
4543,stand oversized tee shirt baggy yoga pant pull hair already semi sweat streak spin try feel graceful sexy,joy
4544,feel indecisive baker although room small double still seem big hate loud guy across hall,fear
4545,feel like must defend beloved blue hehe,love
4546,feel listless today aiiiiighhhht,sadness
4547,leave four week start feel little heartbroken thought,sadness
4548,feel idiotic,sadness
4549,expect monogamous feel like faithful someone someone else,love
4550,rather one know really feel sometimes compassionate sometimes beautiful,love
4551,feel like breath rush,anger
4552,feel really successful fact read series book summer actually count challenge finish six total series,joy
4553,know like recommendation function modern web shop feel little bit strange see product search web shop totally different site advertising,fear
4554,feel like give shout delicious,joy
4555,feel heart make list thing thankful,joy
4556,feel way withdraw become irritable,anger
4557,feel honored take part upcoming sight amp sound great film poll,joy
4558,feel like try guy hang curious george,surprise
4559,feel dirty love comment,sadness
4560,feel product deserve positive review want leave somewhat contradictory final thought,joy
4561,vow gasp nice everyone select marybeth isabella lol say feel cover something sweet something shitty,love
4562,feel overwhelmed stress pressure inside something magical happen take shoe go walk park beach,fear
4563,feel people utterly useless view,sadness
4564,feel rebellious start end instead beginning good place start,anger
4565,need open friend feel wrong,anger
4566,come lengthy illness feel lousy groundless indecisive without direction,sadness
4567,feel gloomy get really bad cabin fever,sadness
4568,feel like dlk could make pretty sweet full length,joy
4569,wish not butttt semuanya sudah terlambat dan feel stupid everytime think think every time mean feel stupid everytime,sadness
4570,not feel stupid still little bit ignorant compare native african healer use century,sadness
4571,feel like one care good right,love
4572,feel little lost without,sadness
4573,still feel ashamed treat,sadness
4574,totally pass one first appear xbla sony handheld feel like pretty perfect fit,joy
4575,elder understand right way,sadness
4576,sit listen wind blow tree feel calm finally ready come,joy
4577,wake feel shaky nauseous lot cramp pressure abdoman pelvis,fear
4578,feel like give lot valuable information way improve skin present maintain improve future,joy
4579,discover give great feeling satisfaction produce blog post delicious dish photo write recipe tangible job complete feeling rare life stay home mom,joy
4580,feel like act bitchy complainy try fit not make sense part bitchy complainy,anger
4581,wound feeling pleased tightly pace film,joy
4582,still feel like miss critical part soap,sadness
4583,wonder ever feel pain sadness always seem lively,joy
4584,know still feel kind agitated also switch feel hot feel cold lie,anger
4585,feel politic shocked go realm though think time important consider everything go world stage usa,surprise
4586,feel reality tragic,sadness
4587,break skin feel like pleasant,joy
4588,feel bitchy mean terrible,anger
4589,feel well menu tonight,joy
4590,not really talk anyone depth feel like whiney repetetive needy,sadness
4591,forgive accept allow feel uncertain application within reveal feel uncertain within,fear
4592,feel foolish take lb e,sadness
4593,feel blank space right testicle area think right testicle size decrease urinate system semen,sadness
4594,feel like fuck massively able fight suicidal,anger
4595,want change feel like discouraged live comfortably,sadness
4596,feel bitter lot wish mother son place,anger
4597,feel like give relationship forever hardly ever successful maintain friendship pressure settle age,joy
4598,feel eager please,joy
4599,feel terribly mellow today sit bed look window red orange green brown tree outside window listen norah jones read stuff,joy
4600,feel little agitated right,anger
4601,get book feel reluctant sell,fear
4602,often find feel assault multitude sense impression,fear
4603,oil rich omega reverse look feel damage hair weightlessly restore bounce full flow style,sadness
4604,way ahead raphael laiya jennifer stay behind watch stuff since feel particularly energetic scamper mountain,joy
4605,meet great people feeling may unintentionally offend,anger
4606,mean could literally feel feel content,joy
4607,can not decide feel support role particularly girlfriend alfred molina quite funny one dimensional caricature legitimate character simply overshadow fantastic lead,love
4608,feel time life losse joy become empty feeling exhaustion take positive side,sadness
4609,also worried feel little lose middle day like get enough attention we,sadness
4610,feel jubilant elation,joy
4611,feel like creative home truly paint make music,joy
4612,feel stress,anger
4613,feel bit embarrassed time make mistake,sadness
4614,spend today feel horribly unhappy,sadness
4615,feel medium resolve effectively,joy
4616,convince write feel like expose lousy try,sadness
4617,come whenever feel alone,sadness
4618,ill feel lively,joy
4619,still feel homesick yes,sadness
4620,sit feel empty lost scared,sadness
4621,feel though divine intervention behalf,joy
4622,feel incredibly disillusioned weekend,sadness
4623,know woman feel way feel unimportant int church almost dare say second class citizen try bash church think woman thirsty knowlege reinforce place importance world,sadness
4624,make day less sum feel delusion life past year become somewhat frightened decide get little distance guy,fear
4625,fully feel emotional level,sadness
4626,walk away feel inspire excite realistic thing could increase blog chance find,joy
4627,invest friendship feel hurt perceive investment return,sadness
4628,feel bit wanderlust since go away holiday day beloved g,love
4629,often play role loquacious hunter always feel superior other long beautiful really flower plug cow dung marry though like big grievance,joy
4630,wish comforting feeling instead feel strange like live memory someone else maybe wake long dream long sleep year find tree around grow tall,surprise
4631,think personally come invest feel like would fall investment category get greedy think invest bombing market like coca cola,anger
4632,still lot paint warhound enough model put together would feel embarrassed fieldi,sadness
4633,know tv not everyone cup tea include feel free scroll bit,joy
4634,admire envy figure twentysomething set ahead class feel ugly jealous,sadness
4635,hear song radio yesterday make feel amazed lyric,surprise
4636,feel torture every moment nowhere go get away get back use,anger
4637,feel insecure financially right not want spend,fear
4638,tend shower day feel slightly rebellious get stinky nothing,anger
4639,feel deprive although wake ravenous morning,sadness
4640,leave feel nostalgic lonely,love
4641,feel foolish think would work,sadness
4642,wonder would feel someone scream say horribly rude thing behind back later,anger
4643,feel good project,joy
4644,feel pleased manuscript report result fellowship research annoy ridiculous requirement,joy
4645,feel afraid hold tight faith live one day make rain,fear
4646,feel people around understand acceptance might need grieve suffer loss mother grief never love relationship express way would want,love
4647,repeat feel become less afraid,fear
4648,feeling even line jesse might make hike finish amazing project,surprise
4649,feel like worthless good anyone even tought try try hard,sadness
4650,take sentimental feeling character distress destiny,fear
4651,feel little jaded banking crisis vote labour hope good,sadness
4652,feel soul mine call beloved,joy
4653,feel discouraged lonely stress,sadness
4654,even feel welcome fold,joy
4655,decide let feeling demotivate enthusiasm diwali special recipe,joy
4656,feel like weird stage,surprise
4657,feel cheat wrong let spurn vine tend nurse could,anger
4658,feel really sad,sadness
4659,could really screw wait sitter feeling stress,anger
4660,feel strategy worthwhile,joy
4661,feel insulted show opportunity finger door present prize two week italy,anger
4662,try hang feel like awkward third wheel,sadness
4663,use feel devastate someone criticize,sadness
4664,want feel energetic rest,joy
4665,seem shake feeling completely numb,sadness
4666,sleep dreamy state wake feeling daze every yet cyber slut crave creep every evening,surprise
4667,almost feel delicate heart breaking,love
4668,feel like present less hostile manner drag event gather full stupid fake people,anger
4669,almost feel damage,sadness
4670,feel less less feeling fear afraid scared,fear
4671,feel well expect,joy
4672,feel like roller coaster craziness keep mind throne precious lady anything keep way even mean kill people around,joy
4673,like home feel unwelcome fact despise,sadness
4674,move feel sorry think amazing boy ever,sadness
4675,tell feel bit homesick,sadness
4676,feel hopeful come year,joy
4677,feel honour client walk door sometimes first time trust brand new one week old bundle joy,joy
4678,feel like punish go school,sadness
4679,feel shade foolish,sadness
4680,deny feeling amp claim less cause hesitant jump anything new,fear
4681,feel agitated today,fear
4682,feel like scared good thing sabotage right maybe give space hell come back feel like much space still not feel like enough,fear
4683,feel deprived since know nothing first battle bedriacum,sadness
4684,feel frustrated can not tell,anger
4685,say felt need say addition feel bitchy,anger
4686,feel bit lonely poor henrietta shop long ariel right chelmsford wait,sadness
4687,feel extremely mind fuck,anger
4688,feel numb like life live past week unreal,sadness
4689,feel listless can not anything,sadness
4690,keep strong feeling move something stay punish step,sadness
4691,bit depressed really feel defeat,sadness
4692,strange feeling go turn quite ok soon enough lady picture probably beg brew stuff,joy
4693,stop write people stop notice feel like ignore write feel write people want noticeable,sadness
4694,could picture homely feel also smell book would totally amazing,surprise
4695,love smell make feel invigorated fresh happy,joy
4696,could ingrain mind feeling experience read hate everything happen next book could go back first pretend nothing ever happen past,anger
4697,will not complain much though cool place feel nowhere near hot lately,love
4698,start sprint even consciously think foot even register brain feel hurt,sadness
4699,know make feel outraged,anger
4700,feel slightly offend,anger
4701,feel peaceful good nature,joy
4702,feel pretty well mid october,joy
4703,feel disgusted woman undoubtedly bank incident one hand picture political pundit know would use nice way,anger
4704,feeling jeremy go keen vinegary smell calli give right,joy
4705,feel kind lame time around,sadness
4706,feel offended line questioning almost walk stick around reason,anger
4707,feel bad photo justice,sadness
4708,perform submarine cartwheel feel violent tug ankle board get haul towards beach,anger
4709,never think would feel guilty try protect someone feeling,sadness
4710,feel less aggravated upset today think realize worth prove waste time effort pointless stupid fine know uneffected time least,anger
4711,feel strong ability step mind,joy
4712,feel funny seem want good guy image although keep say wanna go club end even go,surprise
4713,feel pretty impressed potential new boss,surprise
4714,destashe couple cut fabric buy make clothing sit around feel unloved,sadness
4715,feel crappy go hill entire week,sadness
4716,feel reluctant talk death,fear
4717,first day visit hospital disgusted experience offensive smell never expect nearly run away course,anger
4718,try complain show attack feel helpless like parent would,fear
4719,feel good inside see people walk away handmade piece,joy
4720,feel bit relieved,joy
4721,quite regular reader blog time read experience feel greatness kindness beloved father sai,joy
4722,feel terrific implement alternative medicine maintain health,joy
4723,ask feel adventurous want see one since already book friday saturday night already know church stuff sunday,joy
4724,feel curious know think procedure work well,surprise
4725,feel many people need worry family child self time precious,joy
4726,do though kind find sympathize demon church call feel disgusted people suppose try fight,anger
4727,meet many people since semester tonight cinderalla could not help feel sorrowful,sadness
4728,car prizecompetition moment inform,joy
4729,feel overwhelm heart beat hard go fast husband call see crack,fear
4730,feel popular not want teach will not get marry get baptize can not obviously,joy
4731,know say would get guy next week however feel pretty generous ill give guy scoop right,joy
4732,feel come determined see,joy
4733,feel parent republicans shall overload story feeling need society blame outcome,sadness
4734,feel uncomfortable not help sure,fear
4735,feel melancholy,sadness
4736,father pass away leave alone mother sick go live aunt,sadness
4737,feel welcome care ready pleased,joy
4738,feel pretty comfortable,joy
4739,feel kind resentful since april,anger
4740,always feel way mood still unpleasant,sadness
4741,feel virtuous spinach feta cranberry salad balsamic viniagrette,joy
4742,want feel eager attend amp want feel like belong,joy
4743,feel petty mean unemotional,anger
4744,feel special many people pray hard,joy
4745,feel like people not really want company also not want hurt feeling,sadness
4746,thankful job feel blessed everyday,joy
4747,believe true love feel devastate want settle whole marriage kid thing,sadness
4748,feel strong urge stop work trip,joy
4749,feel oddly nostalgic early day still figure thing,love
4750,be not piss angry mad anything feel pretty much fuckin insult,anger
4751,feel like maybe yoga class later long hot soak tub beautiful perfumed bath salt,love
4752,feel burden figuratively literally,sadness
4753,feeling call show faithful way,love
4754,still work guilt feel selfish self preservation without justification must survive bring baby,anger
4755,know beginning already feel fuck,anger
4756,often feel resentful anything seem good,anger
4757,sing feel weird,fear
4758,feel ridiculously uncomfortable day rise temperature not help add wicked heartburn list thing keep night,fear
4759,feel presence beloved behind tilt neck side smile feel lip shoulder,love
4760,already feel like less productive,joy
4761,even mention show want trust feeling hope would think rude mean coercive pushy,anger
4762,get bed look mirror feel brave,joy
4763,woman notice send one way even day feel discourage,sadness
4764,feel content send packet packet world,joy
4765,feeling drain even sit chair,sadness
4766,back home feeling irritable since look forward party week,anger
4767,think back jesus many miracle feel like take case individually heal way loving helpful,love
4768,feel pathetic report know much korean three month italian three week vacation italy,sadness
4769,feel like damage good deserve well,sadness
4770,feel reject someone need sleep,sadness
4771,feel even center please w thing go w feel complacent,joy
4772,feel love,love
4773,know alone say often feel rush,anger
4774,feel many reader amazed many way whitley family influence hollywood continue influence today,surprise
4775,know not real feel strange time,surprise
4776,choose sleek smoother feel sweet revenge make draw handle blaster bit nice,love
4777,finish feel foolish put expectation story begin read,sadness
4778,miss time husband feel rush get back home relieve caregiver,anger
4779,feel humiliate belittle key trigger point make feel stupid inarticulate laughable flatten something passionate knowledgeable see place world,sadness
4780,feel important enough live worthy enough struggle long one miss even care go,joy
4781,feel lethargic sluggish absolutely notice night hard fall asleep,sadness
4782,literally text tychelle see want hang read write nonexistent social life make feel pathetic,sadness
4783,feel bit dull today href http thepage,sadness
4784,feel like always beat sort evil people,sadness
4785,feel need generous offering especially hunting fishing,love
4786,feel like proud mother watch child grow develop adult quite seriously business like child,joy
4787,mention feel ignore sad crappy birthday remind throw th birthday party,sadness
4788,feel rush try get everything together late night,anger
4789,feel entertainer talented williams become part life,joy
4790,want natasha gan dress cos wear feel fab want blue suede boot colour ocean want want want need none stop go chadstone tonite tomorrow,joy
4791,convinced encourage obedient commandment god do compassion love care church family member leave we feel abuse trap hopeless strengthen hopeful cherish god church,sadness
4792,motivate tired guilt make feel worthless,sadness
4793,also realize may feel fabulous day today proof still right listener,joy
4794,see starve people ethiopia tv feel awful see suffering,anger
4795,really not like attention feel pressured think topic talk,fear
4796,begin feel like teaching metier resign fact likely will not teach university ever,sadness
4797,feel hot mom,love
4798,not want hurt feeling fond avoid conflict situation arise,love
4799,currently feel aggravate,anger
4800,feel triumphant something,joy
4801,totally dig band business last little feel like totally socially emotionally neglectful lot shit world,sadness
4802,feel funny think,surprise
4803,feel like admit always little bit weird little bit quirky take seriously,surprise
4804,feel like greedy person like two people,anger
4805,feel doodly playful artistic hungry puzzle trendy stellar wonderful,joy
4806,feel accept long real pious uppity religious sake religion,joy
4807,feel curious one think might fall love uncle montague tale terror,surprise
4808,know right feel like still th grade try useful little leg let,joy
4809,really enjoy weekend feel naughty still get result really nice treat,love
4810,child steal rmb grandfather maternal feel exceptionally wrong,anger
4811,feel quite smug,joy
4812,bear witness suffering innocent child hand violent feel helpless try make thing well,sadness
4813,feel really hateful disgruntled job sure hope not lose late,anger
4814,keep wake feel glad dream would fall back asleep dream continue,joy
4815,can not help feel aside like dick hobb rebecca mcpherson exactly popular guy school,joy
4816,mean feel bgr treasure dump like people know go steady find dump dump,love
4817,feel like casual dylan fan,joy
4818,feel drain totally exhausted today,sadness
4819,currently phase feel positive optimistic graduation though tend range daily basis euphoria deep deep depression bet ill feel tomorrow,joy
4820,feel inspire write parody piece today much bad mood,joy
4821,love soft make hair feel give hair lovely natural looking shine,love
4822,think like feel lively dorama,joy
4823,think feel sentimental right p aaaaand tis another work day tomorrow,sadness
4824,feel irritable grumpy today come home lunch take nap,anger
4825,feel restless career,fear
4826,feel fine,joy
4827,feel good feel fine today,joy
4828,feel deeply truly content,joy
4829,feel grumpy sore,anger
4830,think anyone feel curious masala movie light entertainer,surprise
4831,love treadmill actually used actually feel intimidate run outside,fear
4832,feel particularly bitchy not think adequately express appreciation,anger
4833,feel terrified nervous normally would type situation,fear
4834,feel assault new kid whine,fear
4835,think feel dissatisfied life,anger
4836,guess whole need hobby thing feel worthwhile smart important,joy
4837,feel outraged life easy blessed,anger
4838,pose cutesy vintage way time feel absolutely freak fabulous,joy
4839,feel show success glad decide pg live may well get plan,joy
4840,feel glamorous share,joy
4841,go around feel like roundly abuse poor tongue ravage hop become think challenge think taste really physical sensation,sadness
4842,also hate feel aggravate not know suppose eat feel way often sound way,anger
4843,actually tell breathe breathe breathe feel absolutely terrified know go home life miss anymore,fear
4844,feel ecstatic long belong school,joy
4845,feel quietly ecstatic painless change grocery expense,joy
4846,feel incredibly bless life give people god put,joy
4847,know feel sorry,sadness
4848,feel lucky live warm home three people love,joy
4849,feel like watch show movie kid bed make sure hop elliptical spin bike least minute show settle stretch night,joy
4850,go feel shaky,fear
4851,feel horrible someone somewhere feel bad bad,sadness
4852,feel invigorated full ambition,joy
4853,feel kick move know ok,joy
4854,feel petty thing extent human seem feel war start stupid little thing try might understand thing love two people feel jealous lead murder unhappiness,anger
4855,not feel surprised not feel upset not feel angry not feel anything,surprise
4856,feel love thank pagetitle popular news abc news u,joy
4857,typically respond feel offended,anger
4858,remember feel surprised stun writer stature quality lauren read one book long ago,surprise
4859,clock scale feel terrible,sadness
4860,grateful every one still make feel funny,surprise
4861,feel even empty,sadness
4862,also feel ungrateful hear story grandma people know hospital nursing home one talk simple small talk huge step,sadness
4863,feel privileged amongst new culture learn new thing,joy
4864,even attempt plan perfect week will not happen need make plan atleast get without feel deprived mad,sadness
4865,know talk know eric talk thing happen mission like sometimes feel like get super overwhelmed stuff easy really hard mental game,joy
4866,beside see smile feel funny,surprise
4867,strange feeling incredibly distressed,fear
4868,feel sorry think miss jimmy nothing yet thankful everything,sadness
4869,not read blog guy feel thrilled know,joy
4870,know boy make feel weird yuuki not know tell,surprise
4871,feel like regretful soul,sadness
4872,feel resign lot life watch everyone else become parent,sadness
4873,view jesus human other feel encounter divine not view superman,joy
4874,particularly much say work well particularly feel like something clever new,joy
4875,feel least smart,joy
4876,feel like cop safe people,joy
4877,always get question block class topic feel pretty passionately knitter teacher,joy
4878,meet date continue source apathy bad people feel wrong whose confidence act bad faith,anger
4879,really not feel sociable bar anymore,joy
4880,never huge holiday person definitely feel festive hopeful willing celebrate other joy,joy
4881,feel like teeter edge hoard insanity come beloved clothing,love
4882,feel like apothecary romeo juliet unfortunate comparison perhaps,sadness
4883,feel pretty time,joy
4884,feel honored shortlist congratulate wish nominee good tonight award thank age scotland kindness div class intro style background color fff color font family trebuchet ms helvetica bitstream vera sans san serif font size,joy
4885,feel like become relaxed parent,joy
4886,feel bit deprive typical experience,sadness
4887,worry feeling suppose church rich dr,joy
4888,feel excited nervous little bit sad,joy
4889,wonder feeling sentimental help agony write report due tomorrow,sadness
4890,guess sucker grand endless battle apparent good apparent evil different anyone else feel divine gift discernment situation like,joy
4891,feel sorry people affect,sadness
4892,not feel real emotional connection much character drive story,sadness
4893,feel like guilty sack shit,sadness
4894,can not begin think would feel morose not even begin cover,sadness
4895,sudden feeling miss opportunity could ask evening go,sadness
4896,swear make feel lot well,joy
4897,not feel gloomy,sadness
4898,feel like love romantic comedy sort mixed tone woody allen work obviously jim brooks earl billy wilder film like apartment,love
4899,wake morning feel content despite yesterday day involve mundane paperwork government bureaucrat revel,joy
4900,feel like could face day clung onto verse lord gracious compassionate start morning,love
4901,fall asleep embrace person never book wake morning feel kind awkward,sadness
4902,find make time quiet reflection even pause chaos feel god peace gentle comfort,love
4903,feel strange actually sit beside people know,surprise
4904,feeling stubborn ridiculous possibly several colourful turn phrase child still asleep tip tongue settle heave sigh turn leave,anger
4905,feel like rather loyal reader follower ever look blog,love
4906,fear people ask feeling reluctant talk thing,fear
4907,feel dumb honest,sadness
4908,uncomfortable feeling actually important lesson learn,joy
4909,want feel anything want numb,sadness
4910,aware level unrest feel uncertain sit,fear
4911,feel like live weird time warp like wednesday,fear
4912,remember sit family room dallas watch story unfold new york many year ago feel helpless,fear
4913,really feel stupid,sadness
4914,must say wonderful feeling make feel submissive,sadness
4915,find feel sentimental pretty much every day,sadness
4916,never realize awful mother feel lack energy independence operation wimpy tired,fear
4917,feel sorry californian,sadness
4918,feel good way really feel tension punish day,sadness
4919,feel stump something come pen always little amazed,surprise
4920,know feel like legitemately like someone somehow get feel way trust take alot want life,love
4921,feel study find indeed perfect example christian especially latter day saint,joy
4922,doubt great reluctance federal authority employ tear gas plain force feel threatened,fear
4923,read feel need read make little grumpy,anger
4924,grateful feel energy life within body feel pleasant vibration hand foot body head,joy
4925,ill write soon can not wait hear everyone feel pretty homesick right,sadness
4926,feel important thing someone make comfortable,joy
4927,feel safe beautiful appreciate,joy
4928,feel like dust shake still settle,fear
4929,think maybe strongly feel brad looks really distract,anger
4930,feel cluster fuck head,anger
4931,enjoy make people love feel treasure love special day,love
4932,always feel profoundly worthwhile,joy
4933,feel damage ache joint headache backache etc,sadness
4934,always feel unimportant much always wonder people remember birthday,sadness
4935,use friend always always boyfriend not would get majorly depressed feel defective something think way mom always feel really bad,sadness
4936,read ol feefyefo space feel amazed much could blabber transparent life,surprise
4937,feel good defend sanctity span style webkit text size adjust auto webkit text stroke width px background color white color display inline,joy
